StockCode,AvgDailyDemand,StdDailyDemand,MaxDailyDemand,TotalDemand,AvgDailyRev,TotalRevenue,DaysActive,Description,Price,SafetyStock,ReorderPoint,AnnualDemand,UnitHoldingCost,EOQ,ReorderFrequency,StockStatus
84596b,2.0,1.4142135623730951,4,10,5.02,25.099999999999998,5,SMALL DOLLY MIX DESIGN ORANGE BOWL,2.51,6.0,20.0,730.0,0.502,381.0,190.0,Slow Mover
84596e,1.8,1.6987390281365427,7,27,4.518,67.77,15,SMALL LICORICE DES PINK BOWL,2.51,7.0,20.0,657.0,0.502,362.0,201.0,Slow Mover
84596f,1.5833333333333333,0.9962049198956219,4,19,3.9075,46.89,12,SMALL MARSHMALLOWS PINK BOWL,2.51,4.0,15.0,578.0,0.502,339.0,214.0,Slow Mover
84596g,2.5,0.7071067811865476,3,5,6.199999999999999,12.399999999999999,2,SMALL CHOCOLATES PINK BOWL,2.51,3.0,20.0,912.0,0.502,426.0,170.0,Slow Mover
84596j,1.0,0.0,1,2,2.51,5.02,2,MIXED NUTS LIGHT GREEN BOWL,2.51,0.0,7.0,365.0,0.502,270.0,270.0,Slow Mover
84596l,1.0,0.0,1,1,2.46,2.46,1,BISCUITS SMALL BOWL LIGHT BLUE,2.46,0.0,7.0,365.0,0.492,272.0,272.0,Slow Mover
84597B,7.884615384615385,7.033217887009748,24,205,9.975769230769231,259.37,26,RETRO BROWN BALL ASHTRAY ,1.25,31.0,86.0,2878.0,0.25,1073.0,136.0,Medium Mover
84597C,8.666666666666666,8.400541987934877,36,364,10.737619047619049,450.98,42,RETRO PINK BALL ASHTRAY ,1.25,37.0,98.0,3163.0,0.25,1125.0,130.0,Medium Mover
84601A,17.333333333333332,38.475718997582774,150,260,42.556000000000004,638.34,15,NEW BAROQUE IVORY CUSHION COVER ,2.95,168.0,289.0,6327.0,0.5900000000000001,1036.0,60.0,Medium Mover
84611B,1.75,0.5,2,7,10.4125,41.65,4,BLACK NEW BAROQUE FLOCK BOX,5.95,2.0,14.0,639.0,1.1900000000000002,232.0,133.0,Slow Mover
84612B,5.0,2.0,6,20,12.75,51.0,4,SET/4 BLACK  BAROQUE FLOCK COASTER,2.55,9.0,44.0,1825.0,0.51,598.0,120.0,Slow Mover
84613A,2.2,0.9189365834726815,3,22,10.23,102.3,10,PINK NEW BAROQUE FLOCK CANDLESTICK,4.65,4.0,19.0,803.0,0.9300000000000002,294.0,134.0,Slow Mover
84613C,5.166666666666667,9.814954576223638,36,62,21.505,258.06,12,BLUE NEW BAROQUE FLOCK CANDLESTICK,4.65,43.0,79.0,1886.0,0.9300000000000002,450.0,87.0,Medium Mover
84614A,1.7,0.48304589153964794,2,17,12.483,124.83,10,PINK BAROQUE FLOCK CANDLE HOLDER,5.95,2.0,14.0,620.0,1.1900000000000002,228.0,134.0,Slow Mover
84614C,3.0,0.0,3,3,17.85,17.85,1,BLUE BAROQUE FLOCK CANDLE HOLDER,5.95,0.0,21.0,1095.0,1.1900000000000002,303.0,101.0,Slow Mover
84625A,11.324324324324325,12.096765228327087,54,838,16.12162162162162,1193.0,74,PINK NEW BAROQUECANDLESTICK CANDLE,2.95,53.0,132.0,4133.0,0.5900000000000001,837.0,74.0,Medium Mover
84625B,11.25,10.009995004993758,26,180,17.4375,279.0,16,BLCK NEW BAROQUE CANDLESTICK CANDLE,2.95,44.0,123.0,4106.0,0.5900000000000001,834.0,74.0,Medium Mover
84625C,12.222222222222221,13.579448946542577,48,770,16.256349206349206,1024.15,63,BLUE NEW BAROQUE CANDLESTICK CANDLE,2.95,59.0,145.0,4461.0,0.5900000000000001,870.0,71.0,Medium Mover
84625D,15.476190476190476,14.43275085798572,48,650,18.88904761904762,793.34,42,WHITE NEWBAROQUE CANDLESTICK CANDLE,2.95,63.0,171.0,5649.0,0.5900000000000001,978.0,63.0,Medium Mover
84659A,3.675,4.9962879302299035,55,588,9.1844375,1469.51,160,WHITE TRAVEL ALARM CLOCK,5.17,22.0,48.0,1341.0,1.034,360.0,98.0,Slow Mover
84660A,17.916666666666668,33.54947653669912,200,860,17.817916666666665,855.26,48,WHITE STITCHED WALL CLOCK,7.78,146.0,271.0,6540.0,1.556,648.0,36.0,Medium Mover
84660B,13.545454545454545,26.031190822221244,123,745,16.354181818181818,899.48,55,BLACK STITCHED WALL CLOCK,3.75,114.0,209.0,4944.0,0.75,812.0,60.0,Medium Mover
84660C,9.415584415584416,21.023389636902447,120,725,12.830909090909092,987.98,77,PINK STITCHED WALL CLOCK,3.75,92.0,158.0,3437.0,0.75,677.0,72.0,Medium Mover
84660a,1.4,0.8944271909999159,3,7,10.54,52.699999999999996,5,WHITE STITCHED WALL CLOCK,7.62,4.0,14.0,511.0,1.524,183.0,131.0,Slow Mover
84660b,1.1666666666666667,0.408248290463863,2,7,8.863333333333333,53.18,6,BLACK STITCHED WALL CLOCK,7.62,2.0,10.0,426.0,1.524,167.0,143.0,Slow Mover
84660c,1.24,0.5972157622389638,3,31,9.3592,233.98,25,PINK STITCHED WALL CLOCK,7.62,3.0,12.0,453.0,1.524,172.0,139.0,Slow Mover
84661A,5.842105263157895,10.124965974689506,49,222,8.131315789473684,308.99,38,WHITE SQUARE TABLE CLOCK,2.55,44.0,85.0,2132.0,0.51,647.0,111.0,Medium Mover
84661B,5.282608695652174,8.471292813518321,33,243,11.526521739130436,530.22,46,BLACK SQUARE TABLE CLOCK,5.17,37.0,74.0,1928.0,1.034,432.0,82.0,Medium Mover
84661C,6.818181818181818,11.774210573623805,49,150,8.170454545454545,179.75,22,PINK SQUARE TABLE CLOCK,5.17,51.0,99.0,2489.0,1.034,491.0,72.0,Medium Mover
84661a,1.0,0.0,1,2,5.01,10.02,2,WHITE SQUARE TABLE CLOCK,5.06,0.0,7.0,365.0,1.012,190.0,190.0,Slow Mover
84661b,1.0,0.0,1,1,4.96,4.96,1,BLACK SQUARE TABLE CLOCK,4.96,0.0,7.0,365.0,0.992,192.0,192.0,Slow Mover
84661c,1.0,0.0,1,2,5.06,10.12,2,PINK SQUARE TABLE CLOCK,5.06,0.0,7.0,365.0,1.012,190.0,190.0,Slow Mover
84663A,6.114754098360656,15.165858982877447,110,373,12.235901639344261,746.39,61,GRASS HOPPER WOODEN WALL CLOCK ,5.95,66.0,109.0,2232.0,1.1900000000000002,433.0,71.0,Medium Mover
84671B,6.055555555555555,6.646292396094164,26,109,17.042777777777776,306.77,18,CROCHET BEAR WITH BLUE STRIPES,2.55,29.0,71.0,2210.0,0.51,658.0,109.0,Medium Mover
84673A,5.813953488372093,14.956023085666441,96,500,3.66093023255814,314.84000000000003,86,PINK FLY SWAT,1.3,65.0,106.0,2122.0,0.26,903.0,155.0,Medium Mover
84673B,4.412280701754386,6.7006952532003305,25,503,3.432543859649123,391.31,114,BLUE FLY SWAT,1.3,29.0,60.0,1610.0,0.26,787.0,178.0,Slow Mover
84705A,2.0,1.0,4,14,9.3,65.10000000000001,7,ENGLISH ROSE PHOTO FRAME ,4.65,4.0,18.0,730.0,0.9300000000000002,280.0,140.0,Slow Mover
84705B,28.0,29.206163733020468,59,84,37.75666666666667,113.27,3,FAIRY CAKES PHOTO FRAME,1.25,127.0,323.0,10220.0,0.25,2022.0,72.0,Fast Mover
84705C,20.25,41.140004861448425,120,162,28.41625,227.33,8,PINK FLOCK PHOTO FRAME ,1.25,180.0,322.0,7391.0,0.25,1719.0,85.0,Fast Mover
84705D,1.5714285714285714,1.3985864135061359,6,22,6.992857142857142,97.89999999999999,14,CHERRY BLOSSOM PHOTO FRAME ,4.65,6.0,17.0,574.0,0.9300000000000002,248.0,158.0,Slow Mover
84705F,1.6,0.5477225575051662,2,8,7.44,37.2,5,RED PEONY PHOTO FRAME ,4.65,2.0,13.0,584.0,0.9300000000000002,251.0,157.0,Slow Mover
84705b,1.0,0.0,1,2,3.43,6.86,2,FAIRY CAKES PHOTO FRAME,3.43,0.0,7.0,365.0,0.686,231.0,231.0,Slow Mover
84706A,19.571428571428573,29.466688213739157,82,137,46.55428571428571,325.88,7,ENGLISH ROSE TABLE CLOCK,1.95,129.0,266.0,7144.0,0.39,1353.0,69.0,Medium Mover
84706B,2.2222222222222223,0.97182531580755,4,20,20.97,188.73,9,FAIRY CAKES TABLE CLOCK,8.95,4.0,20.0,811.0,1.79,213.0,96.0,Slow Mover
84706C,21.0,14.30617582258329,35,84,42.7,170.8,4,PINK FLOCK TABLE CLOCK ,8.95,62.0,209.0,7665.0,1.79,654.0,31.0,Fast Mover
84706D,13.6875,13.98913268695859,48,219,31.261875,500.19,16,CHERRY BLOSSOM TABLE CLOCK ,19.09,61.0,157.0,4996.0,3.818,362.0,26.0,Medium Mover
84706F,2.0,1.1726039399558572,4,34,12.25294117647059,208.3,17,RED PEONY TABLE CLOCK,8.95,5.0,19.0,730.0,1.79,202.0,101.0,Slow Mover
84707A,2.314814814814815,2.568488830172282,16,125,19.368148148148148,1045.8799999999999,54,SILVER JEWELLED MIRROR TRINKET TRAY,9.95,11.0,27.0,845.0,1.99,206.0,89.0,Slow Mover
84707B,1.6458333333333333,1.9622998158731726,14,79,12.885833333333332,618.52,48,PINK JEWELLED MIRROR TRINKET TRAY,9.95,9.0,21.0,601.0,1.99,174.0,106.0,Slow Mover
84708B,2.784313725490196,2.4192042120515254,12,142,14.36843137254902,732.7900000000001,51,PINK JEWELLED PHOTO FRAME ,4.95,11.0,30.0,1016.0,0.9900000000000001,320.0,115.0,Slow Mover
84709A,1.7692307692307692,0.9268086959962983,4,23,10.526923076923076,136.85,13,SILVER OVAL JEWELLED MIRROR,5.95,4.0,16.0,646.0,1.1900000000000002,233.0,132.0,Slow Mover
84709B,2.4444444444444446,3.025194156911413,24,176,14.09,1014.48,72,PINK OVAL JEWELLED MIRROR,5.95,13.0,30.0,892.0,1.1900000000000002,274.0,112.0,Slow Mover
84711A,1.826086956521739,0.936733876686023,4,42,16.997826086956522,390.95,23,SILVER OVAL SHAPE TRINKET BOX,9.95,4.0,17.0,667.0,1.99,183.0,100.0,Slow Mover
84711B,1.3448275862068966,0.6138788892284813,3,39,12.334827586206895,357.71,29,PINK OVAL SHAPE TRINKET BOX,8.65,3.0,12.0,491.0,1.7300000000000002,168.0,125.0,Slow Mover
84712B,1.719298245614035,1.1300187413887102,6,98,13.458947368421054,767.1600000000001,57,PINK JEWELLED PHOTO FRAME,7.78,5.0,17.0,628.0,1.556,201.0,117.0,Slow Mover
84732B,4.666666666666667,7.554248252914824,20,28,3.08,18.48,6,CUTE BIRD CEATURE SCREEN,1.65,33.0,66.0,1703.0,0.33,718.0,154.0,Slow Mover
84732D,3.0,3.391164991562634,9,15,2.178,10.89,5,CUTE RABBIT CEATURE SCREEN ,1.65,15.0,36.0,1095.0,0.33,576.0,192.0,Slow Mover
84741C,4.204545454545454,3.324185827611099,20,185,8.457727272727272,372.14,44,CITRUS GARLAND FELT FLOWERS ,1.95,15.0,44.0,1535.0,0.39,627.0,149.0,Slow Mover
84743C,1.8,0.8366600265340756,3,9,2.25,11.25,5,ORANGE FELT VASE + FLOWERS,1.25,4.0,17.0,657.0,0.25,513.0,285.0,Slow Mover
84745A,4.8,2.8834503141697643,10,72,2.016,30.240000000000002,15,PINK HANGING GINGHAM EASTER HEN,0.42,13.0,47.0,1752.0,0.084,1444.0,301.0,Slow Mover
84745B,4.882352941176471,2.595244519818327,10,83,2.050588235294118,34.86,17,BLUE HANGING GINGHAM EASTER HEN,0.42,11.0,45.0,1782.0,0.084,1457.0,298.0,Slow Mover
84750A,8.0,13.247359635543713,97,544,17.488676470588235,1189.23,68,PINK SMALL GLASS CAKE STAND,4.3,58.0,114.0,2920.0,0.86,583.0,73.0,Medium Mover
84750B,9.08955223880597,12.714500601834422,64,609,17.04507462686567,1142.02,67,BLACK SMALL GLASS CAKE STAND,1.95,56.0,120.0,3318.0,0.39,922.0,101.0,Medium Mover
84751B,2.111111111111111,1.278274981412284,6,38,6.4366666666666665,115.86,18,BLACK MEDIUM GLASS CAKE STAND,3.75,6.0,21.0,771.0,0.75,321.0,152.0,Slow Mover
84753A,5.388888888888889,6.030694905709593,25,97,5.120555555555555,92.16999999999999,18,PINK EAU DE COLOGNE BOTTLE,0.85,26.0,64.0,1967.0,0.17,1076.0,200.0,Medium Mover
84760L,560.0,0.0,560,560,896.0,896.0,1,LARGE HANGING GLASS+ZINC LANTERN,1.6,0.0,3920.0,204400.0,0.32000000000000006,7992.0,14.0,High Velocity
84760S,6.3428571428571425,5.379387988056859,24,222,10.291714285714285,360.21,35,SMALL HANGING GLASS+ZINC LANTERN,3.04,23.0,67.0,2315.0,0.6080000000000001,617.0,97.0,Medium Mover
84762A,2.5652173913043477,2.6769400264365912,8,59,22.496956521739133,517.4300000000001,23,WHITE PICNIC BARBECUE BUCKET,8.65,12.0,30.0,936.0,1.7300000000000002,233.0,91.0,Slow Mover
84762B,2.8974358974358974,3.5302815736430686,16,113,21.48128205128205,837.77,39,PINK PICNIC BARBECUE BUCKET,8.65,15.0,35.0,1058.0,1.7300000000000002,247.0,85.0,Slow Mover
84762C,2.8378378378378377,4.180068536875079,19,105,20.574324324324323,761.25,37,GREEN PICNIC BARBECUE BUCKET,8.65,18.0,38.0,1036.0,1.7300000000000002,245.0,86.0,Slow Mover
84782A,5.409090909090909,7.588582218476656,32,119,38.20227272727273,840.45,22,PINK 3 TIER GLASS PLATE STAND,12.75,33.0,71.0,1974.0,2.5500000000000003,278.0,51.0,Medium Mover
84782B,1.6666666666666667,1.2110601416389966,4,10,21.25,127.5,6,BLACK 3 TIER GLASS PLATE STAND,12.75,5.0,17.0,608.0,2.5500000000000003,154.0,92.0,Slow Mover
84782C,4.111111111111111,3.393573318683574,8,74,28.327777777777776,509.9,18,GREEN 3 TIER GLASS PLATE STAND,12.75,15.0,44.0,1501.0,2.5500000000000003,243.0,59.0,Slow Mover
84795A,4.16,4.608598883985174,26,208,33.9204,1696.02,50,PASTEL STRIPE HAMMOCK ,7.95,20.0,49.0,1518.0,1.59,309.0,74.0,Slow Mover
84795B,3.5058823529411764,3.8098354214290344,18,298,27.98929411764706,2379.09,85,SUNSET CHECK HAMMOCK,7.95,17.0,42.0,1280.0,1.59,284.0,81.0,Slow Mover
84795C,3.9156626506024095,4.664878685785966,26,325,33.16373493975904,2752.59,83,OCEAN STRIPE HAMMOCK ,7.95,20.0,47.0,1429.0,1.59,300.0,77.0,Slow Mover
84795D,3.3157894736842106,2.829423810203123,12,189,26.996315789473684,1538.79,57,SEASIDE STRIPE HAMMOCK,7.95,12.0,35.0,1210.0,1.59,276.0,83.0,Slow Mover
84795E,2.0,1.224744871391589,4,10,15.9,79.5,5,RIO PINK STRIPE HAMMOCK,7.95,5.0,19.0,730.0,1.59,214.0,107.0,Slow Mover
84795b,1.3571428571428572,0.744946343668492,3,19,22.694285714285716,317.72,14,SUNSET CHECK HAMMOCK,16.98,3.0,12.0,495.0,3.3960000000000004,121.0,89.0,Slow Mover
84796A,2.8979591836734695,6.448031420068698,49,284,21.15255102040816,2072.95,98,PINK HAWAIIAN PICNIC HAMPER FOR 2,26.04,28.0,48.0,1058.0,5.208,143.0,49.0,Slow Mover
84796B,4.761904761904762,8.601793832850054,56,600,39.68087301587302,4999.79,126,BLUE SAVANNAH PICNIC HAMPER FOR 2,12.75,38.0,71.0,1738.0,2.5500000000000003,261.0,55.0,Slow Mover
84796a,1.75,1.6931233465600393,6,28,14.6425,234.28,16,PINK HAWAIIAN PICNIC HAMPER FOR 2,8.47,7.0,19.0,639.0,1.6940000000000002,194.0,111.0,Slow Mover
84796b,1.0,0.0,1,2,8.56,17.12,2,BLUE SAVANNAH PICNIC HAMPER FOR 2,8.65,0.0,7.0,365.0,1.7300000000000002,145.0,145.0,Slow Mover
84797A,20.041666666666668,27.048232549613495,87,481,140.05208333333334,3361.25,24,PINK HAWAIIAN PICNIC HAMPER FOR 4,34.08,118.0,258.0,7315.0,6.816,328.0,16.0,Fast Mover
84797B,17.944444444444443,21.66447952761881,84,323,102.51111111111112,1845.2,18,BLUE SAVANNAH PICNIC HAMPER FOR 4,34.74,95.0,221.0,6550.0,6.948,307.0,17.0,Medium Mover
84797a,2.25,1.2817398889233114,4,18,24.855,198.84,8,PINK HAWAIIAN PICNIC HAMPER FOR 4,11.26,6.0,22.0,821.0,2.2520000000000002,191.0,85.0,Slow Mover
84797b,3.5,1.51657508881031,6,21,38.77,232.62,6,BLUE SAVANNAH PICNIC HAMPER FOR 4,11.26,7.0,32.0,1278.0,2.2520000000000002,238.0,68.0,Slow Mover
84798A,19.5,43.86152452130835,144,195,43.245000000000005,432.45000000000005,10,PINK FOXGLOVE ARTIIFCIAL FLOWER,2.55,191.0,328.0,7118.0,0.51,1181.0,61.0,Medium Mover
84798B,32.6,48.021291574097056,144,326,49.290000000000006,492.90000000000003,10,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,2.1,210.0,438.0,11899.0,0.42000000000000004,1683.0,52.0,Fast Mover
84798C,5.333333333333333,1.1547005383792517,6,16,13.6,40.8,3,WHITE FOXGLOVE ARTIIFCIAL FLOWER,2.55,5.0,42.0,1947.0,0.51,618.0,116.0,Medium Mover
84800L,17.105263157894736,19.429414137144228,96,650,25.547105263157896,970.7900000000001,38,LARGE WHITE/PINK ROSE ART FLOWER,2.12,85.0,205.0,6243.0,0.42400000000000004,1213.0,71.0,Medium Mover
84800M,9.615384615384615,8.480928831569916,24,250,13.73923076923077,357.22,26,MEDIUM WHITE/PINK ROSE ART FLOWER,1.69,37.0,104.0,3510.0,0.338,1019.0,106.0,Medium Mover
84800S,21.555555555555557,41.722080798346944,180,388,16.224444444444444,292.03999999999996,18,SMALL WHITE/PINK ROSE ART FLOWER,1.25,182.0,333.0,7868.0,0.25,1774.0,82.0,Fast Mover
84801A,18.133333333333333,27.357074474613032,96,272,28.496000000000002,427.44000000000005,15,PINK HYDRANGEA ART FLOWER,2.1,119.0,246.0,6619.0,0.42000000000000004,1255.0,69.0,Medium Mover
84801B,12.588235294117647,15.827424077883819,72,214,20.294117647058822,345.0,17,WHITE HYDRANGEA ART FLOWER,2.1,69.0,157.0,4595.0,0.42000000000000004,1046.0,83.0,Medium Mover
84802A,7.708333333333333,6.8428265623438715,24,185,13.027083333333335,312.65000000000003,24,WHITE ANEMONE ARTIFICIAL FLOWER,1.69,30.0,84.0,2814.0,0.338,912.0,118.0,Medium Mover
84802B,24.176470588235293,45.06694367010821,192,411,22.928823529411765,389.79,17,PURPLE ANEMONE ARTIFICIAL FLOWER,1.69,197.0,366.0,8824.0,0.338,1616.0,67.0,Fast Mover
84803A,7.0,5.808040403899867,24,112,11.83,189.28,16,PINK ALLIUM  ARTIFICIAL FLOWER,1.69,25.0,74.0,2555.0,0.338,869.0,124.0,Medium Mover
84803B,4.2,3.8528488738133038,12,42,7.098000000000001,70.98,10,WHITE ALLIUM  ARTIFICIAL FLOWER,1.69,17.0,46.0,1533.0,0.338,673.0,160.0,Slow Mover
84804A,12.823529411764707,22.672216736894207,96,218,23.316470588235298,396.38000000000005,17,CREAM DELPHINIUM ARTIFICIAL FLOWER,2.95,99.0,189.0,4681.0,0.5900000000000001,891.0,69.0,Medium Mover
84804B,18.68421052631579,28.608570261333593,96,355,26.41947368421053,501.9700000000001,19,BLUE DELPHINIUM ARTIFICIAL FLOWER,2.95,125.0,256.0,6820.0,0.5900000000000001,1075.0,58.0,Medium Mover
84805A,18.375,31.676658824530627,96,147,26.60625,212.85,8,CREAM CLIMBING HYDRANGA ART FLOWER,3.75,138.0,267.0,6707.0,0.75,946.0,51.0,Medium Mover
84805B,37.77777777777778,44.26278848473562,96,340,61.26666666666668,551.4000000000001,9,BLUE CLIMBING HYDRANGA ART FLOWER,2.95,193.0,457.0,13789.0,0.5900000000000001,1529.0,40.0,Fast Mover
84806A,17.72222222222222,18.352129402191213,48,319,14.550555555555555,261.90999999999997,18,PINK CANDYSTUFT ARTIFICIAL FLOWER,1.45,80.0,204.0,6469.0,0.29,1494.0,84.0,Medium Mover
84806B,14.0625,12.492417054796391,48,450,17.750625,568.02,32,WHITE CANDYSTUFT ARTIFICIAL FLOWER,1.45,55.0,153.0,5133.0,0.29,1330.0,95.0,Medium Mover
84809A,14.526315789473685,16.473441322499923,72,276,24.99157894736842,474.84,19,WHITE CHRYSANTHEMUMS ART FLOWER,2.1,72.0,174.0,5302.0,0.42000000000000004,1124.0,77.0,Medium Mover
84809B,42.285714285714285,76.89324696338052,216,296,50.22857142857142,351.59999999999997,7,PINK CHRYSANTHEMUMS ART FLOWER,2.1,336.0,632.0,15434.0,0.42000000000000004,1917.0,45.0,Fast Mover
84814A,1.0,0.0,1,1,1.95,1.95,1,HEXAGONAL CRYSTAL PERFUME BOTTLE,1.95,0.0,7.0,365.0,0.39,306.0,306.0,Slow Mover
84814B,3.5,2.1213203435596424,5,7,6.825,13.65,2,RHOMBUS CRYSTAL PERFUME BOTTLE,1.95,9.0,34.0,1278.0,0.39,572.0,163.0,Slow Mover
84845A,1.0,0.0,1,1,1.25,1.25,1,HOLLYHOCK SQUARE HANDY TIN,1.25,0.0,7.0,365.0,0.25,382.0,382.0,Slow Mover
84845C,3.230769230769231,2.1273554065179203,9,42,4.038461538461538,52.5,13,CARNATION SQUARE HANDY TIN,1.25,9.0,32.0,1179.0,0.25,687.0,213.0,Slow Mover
84845D,4.1,5.78215646046813,20,41,5.125,51.25,10,GERANIUM SQUARE HANDY TIN,1.25,25.0,54.0,1496.0,0.25,774.0,189.0,Slow Mover
84846A,4.921568627450981,4.590612757595229,24,251,11.128431372549018,567.55,51,SCENTED CANDLE IN DIGITALIS TIN,2.1,20.0,54.0,1796.0,0.42000000000000004,654.0,133.0,Slow Mover
84849A,4.947368421052632,10.536025756697859,96,470,8.77442105263158,833.57,95,HELLO SAILOR BLUE SOAP HOLDER,1.69,46.0,81.0,1806.0,0.338,731.0,148.0,Slow Mover
84849B,8.962962962962964,16.800568055692956,110,1936,15.019166666666665,3244.14,216,FAIRY SOAP SOAP HOLDER,1.69,73.0,136.0,3271.0,0.338,984.0,110.0,Medium Mover
84849D,7.637254901960785,16.076963426544488,157,1558,12.834656862745097,2618.27,204,HOT BATHS SOAP HOLDER,1.69,70.0,123.0,2788.0,0.338,908.0,119.0,Medium Mover
84856L,3.606060606060606,5.772291340477135,36,238,22.61030303030303,1492.28,66,LARGE TAHITI BEACH BAG,5.95,25.0,50.0,1316.0,1.1900000000000002,333.0,92.0,Slow Mover
84856S,16.103448275862068,39.47724916924232,192,467,64.73137931034483,1877.21,29,SMALL TAHITI BEACH BAG,9.52,172.0,285.0,5878.0,1.904,556.0,35.0,Medium Mover
84857A,2.6666666666666665,2.0816659994661326,5,8,22.666666666666668,68.0,3,SILVER MONTE CARLO HANDBAG,8.5,9.0,28.0,973.0,1.7000000000000002,239.0,90.0,Slow Mover
84857B,24.0,0.0,24,24,46.8,46.8,1,BLUE MONTE CARLO HANDBAG,1.95,0.0,168.0,8760.0,0.39,1499.0,62.0,Fast Mover
84857C,13.133333333333333,14.530100120914842,61,197,29.668666666666663,445.03,15,PINK MONTE CARLO HANDBAG,8.5,63.0,155.0,4794.0,1.7000000000000002,531.0,40.0,Medium Mover
84858A,6.625,13.9072180642181,41,53,16.10375,128.83,8,NATURAL RIVIERA HANDBAG,12.13,61.0,107.0,2418.0,2.426,316.0,48.0,Medium Mover
84858B,46.57142857142857,44.78041663814345,141,326,61.57142857142857,431.0,7,BLUE RIVIERA HANDBAG,5.95,195.0,521.0,16999.0,1.1900000000000002,1195.0,26.0,Fast Mover
84858C,12.392857142857142,30.44891202303037,151,347,21.823928571428574,611.07,28,PINK RIVIERA HANDBAG,5.95,133.0,220.0,4523.0,1.1900000000000002,617.0,50.0,Medium Mover
84859A,5.425925925925926,8.667009346555329,50,293,11.361666666666666,613.53,54,SILVER DISCO HANDBAG,5.95,38.0,76.0,1980.0,1.1900000000000002,408.0,75.0,Medium Mover
84859B,15.666666666666666,46.427679370874294,200,282,24.08111111111111,433.46,18,BLUE DISCO HANDBAG,5.95,203.0,313.0,5718.0,1.1900000000000002,693.0,44.0,Medium Mover
84859C,8.685714285714285,17.686437855984835,100,304,15.792000000000002,552.72,35,PINK DISCO HANDBAG,5.95,77.0,138.0,3170.0,1.1900000000000002,516.0,59.0,Medium Mover
84864A,1.75,0.9574271077563381,3,7,16.927500000000002,67.71000000000001,4,PINK PAISLEY PHOTO ALBUM,6.75,4.0,16.0,639.0,1.35,218.0,125.0,Slow Mover
84867A,5.333333333333333,5.8594652770823155,12,16,35.27333333333333,105.82000000000001,3,PINK BABY GIRLS PHOTO ALBUM,5.95,26.0,63.0,1947.0,1.1900000000000002,404.0,76.0,Medium Mover
84867a,1.0,0.0,1,1,13.57,13.57,1,PINK BABY GIRLS PHOTO ALBUM,13.57,0.0,7.0,365.0,2.7140000000000004,116.0,116.0,Slow Mover
84867b,2.0,0.0,2,2,27.14,27.14,1,BLUE BABY BOY'S PHOTO ALBUM,13.57,0.0,14.0,730.0,2.7140000000000004,164.0,82.0,Slow Mover
84868A,1.0,0.0,1,2,6.95,13.9,2,PINK BABY GIRL'S MEMORY BOX,6.95,0.0,7.0,365.0,1.3900000000000001,162.0,162.0,Slow Mover
84868B,1.25,0.5,2,5,8.6875,34.75,4,BLUE BABY BOY'S MEMORY BOX,6.95,2.0,11.0,456.0,1.3900000000000001,181.0,145.0,Slow Mover
84870B,2.3684210526315788,2.1361882272514072,11,90,8.489736842105264,322.61,38,BLUE GEISHA GIRL ,3.75,9.0,26.0,864.0,0.75,339.0,143.0,Slow Mover
84870C,2.5833333333333335,2.2087488378200515,11,93,9.176666666666668,330.36,36,GREEN GEISHA GIRL ,7.78,10.0,28.0,943.0,1.556,246.0,95.0,Slow Mover
84872A,2.4246575342465753,1.9287143690031945,10,177,27.171780821917807,1983.54,73,TEATIME FUNKY FLOWER BACKPACK FOR 2,16.95,8.0,25.0,885.0,3.39,162.0,67.0,Slow Mover
84872a,2.6363636363636362,2.752409412815902,12,58,28.93045454545455,636.47,22,TEATIME FUNKY FLOWER BACKPACK FOR 2,11.26,12.0,30.0,962.0,2.2520000000000002,207.0,79.0,Slow Mover
84873A,2.4615384615384617,2.5695455050580644,10,32,30.319230769230767,394.15,13,FUNKY FLOWER PICNIC BAG FOR 4,16.95,11.0,28.0,898.0,3.39,163.0,66.0,Slow Mover
84873a,8.0,8.209750300709517,30,88,88.48727272727272,973.36,11,FUNKY FLOWER PICNIC BAG FOR 4,11.26,36.0,92.0,2920.0,2.2520000000000002,360.0,45.0,Medium Mover
84874B,2.5294117647058822,2.642717771395829,10,86,4.169411764705882,141.76,34,BLUE TRAVEL FIRST AID KIT,1.65,12.0,30.0,923.0,0.33,529.0,209.0,Slow Mover
84875A,1.3333333333333333,0.6513389472789296,3,16,5.0,60.0,12,PINK SQUARE COMPACT MIRROR,3.75,3.0,12.0,487.0,0.75,255.0,191.0,Slow Mover
84875B,15.541666666666666,28.414599992849155,120,373,21.292083333333334,511.01,24,GREEN SQUARE COMPACT MIRROR,1.25,124.0,233.0,5673.0,0.25,1506.0,97.0,Medium Mover
84875D,17.666666666666668,29.64006297789081,120,371,23.035714285714285,483.75,21,BLUE SQUARE COMPACT MIRROR,3.75,129.0,253.0,6448.0,0.75,927.0,52.0,Medium Mover
84876B,9.297297297297296,13.148436461472572,48,344,13.197567567567567,488.31,37,GREEN HEART COMPACT MIRROR,3.75,57.0,122.0,3394.0,0.75,673.0,72.0,Medium Mover
84876C,2.3333333333333335,2.3094010767585034,5,7,8.75,26.25,3,SILVER HEART COMPACT MIRROR,3.75,10.0,26.0,852.0,0.75,337.0,144.0,Slow Mover
